page,loc,label,frequency
f72r1,"f72r1.4,&Lz",ar,16
f72r1,"f72r1.4,&Lz",ary,5
f72r1,"f72r1.5,&Lz",okalam,1
f72r1,"f72r1.6,&Lz",ytal,2
f72r1,"f72r1.6,&Lz",shda,1
f72r1,"f72r1.7,&Lz",char,3
f72r1,"f72r1.7,&Lz",al!f,1
f72r1,"f72r1.8,&Lz",otaraldy,1
f72r1,"f72r1.9,&Lz",otaiin,2
f72r1,"f72r1.9,&Lz",otain,1
f72r1,"f72r1.10,&Lz",otalef,1
f72r1,"f72r1.10,&Lz",as,2
f72r1,"f72r1.10,&Lz",ainam,1
f72r1,"f72r1.11,&Lz",ochol,2
f72r1,"f72r1.11,&Lz",charam,1
f72r1,f72r1.13,ofaralar,1
f72r1,"f72r1.14,&Lz",otchoshy,1
f72r1,"f72r1.15,&Lz",otchdal,1
f72r1,"f72r1.16,&Lz",okeey,6
f72r1,"f72r1.16,&Lz",ary,5
f72r1,"f72r1.17,&Lz",otainy,1
f72r2,f72r2.1,ofchdady,1
f72r2,"f72r2.2,&Lz",oklairdy,1
f72r2,"f72r2.3,&Lz",okaram,2
f72r2,"f72r2.4,&Lz",okairy,1
f72r2,"f72r2.5,&Lz",okeolar,1
f72r2,f72r2.7,otar!aldy,1
f72r2,"f72r2.8,&Lz",okalar,1
f72r2,"f72r2.9,&Lz",okal,5
f72r2,"f72r2.10,&Lz",okaly,4
f72r2,"f72r2.11,&Lz",okal,5
f72r2,"f72r2.12,&Lz",okeey,6
f72r2,"f72r2.12,&Lz",ary,5
f72r2,"f72r2.13,&Lz",oteeary,1
f72r2,"f72r2.14,&Lz",otair,2
f72r2,"f72r2.14,&Lz",dy,13
f72r2,"f72r2.15,&Lz",okair!cham,1
f72r2,"f72r2.16,&Lz",okeal,2
f72r2,"f72r2.17,&Lz",otarar,1
f72r2,"f72r2.18,&Lz",okaly,4
f72r2,"f72r2.19,&Lz",orary,1
f72r2,"f72r2.20,&Lz",okyd,1
f72r2,"f72r2.21,&Lz",otolam,2
f72r2,f72r2.23,otal,7
f72r2,"f72r2.24,&Lz",salal,1
f72r2,"f72r2.25,&Lz",okam,2
f72r2,"f72r2.26,&Lz",otalshy,1
f72r2,"f72r2.27,&Lz",okal!dy,1
f72r2,"f72r2.28,&Lz",chosar,1
f72r2,"f72r2.29,&Lz",otam,1
f72r2,"f72r2.30,&Lz",ainaly,1
f72r2,"f72r2.31,&Lz",okar,5
f72r2,"f72r2.31,&Lz",cham,1
f72r3,"f72r3.13,&Lz",ykolairol,1
f72r3,f72r3.2,olkalaiin,1
f72r3,"f72r3.3,&Lz",olalsy,1
f72r3,"f72r3.4,&Lz",or,7
f72r3,"f72r3.4,&Lz",aiin,8
f72r3,"f72r3.4,&Lz",am,8
f72r3,"f72r3.5,&Lz",os,3
f72r3,"f72r3.5,&Lz",as,2
f72r3,"f72r3.5,&Lz",sheeen,1
f72r3,"f72r3.6,&Lz",otos!aiin,1
f72r3,"f72r3.7,&Lz",opoiisooin,1
f72r3,"f72r3.7,&Lz",al,8
f72r3,"f72r3.7,&Lz",aes,1
f72r3,"f72r3.8,&Lz",ypaiin,2
f72r3,"f72r3.8,&Lz",aloly,2
f72r3,"f72r3.9,&Lz",oteey,5
f72r3,"f72r3.9,&Lz",daiin,14
f72r3,"f72r3.10,&Lz",oeeeodaiin,1
f72r3,"f72r3.11,&Lz",ofsholdy,1
f72r3,"f72r3.12,&Lz",opoeey,1
f72r3,"f72r3.12,&Lz",okaiin,3
f72r3,"f72r3.25,&Lz",olfsheoral,1
f72r3,f72r3.15,or,7
f72r3,f72r3.15,alkam,1
f72r3,"f72r3.16,&Lz",ytairal,1
f72r3,"f72r3.17,&Lz",oeees,3
f72r3,"f72r3.17,&Lz",aiin,8
f72r3,"f72r3.18,&Lz",ory,1
f72r3,"f72r3.19,&Lz",ochey,1
f72r3,"f72r3.19,&Lz",fydy,1
f72r3,"f72r3.20,&Lz",ofais,1
f72r3,"f72r3.20,&Lz",o,3
f72r3,"f72r3.20,&Lz",s!eesaly,1
f72r3,"f72r3.21,&Lz",ykairaiin,1
f72r3,"f72r3.21,&Lz",oiral,1
f72r3,"f72r3.22,&Lz",okala!r,1
f72r3,"f72r3.23,&Lz",orara,1
f72r3,"f72r3.24,&Lz",oeaiin,1
f72r3,"f72r3.24,&Lz",olaikhy,1
f72r3,"f72r3.33,&Lz",oletal,1
f72r3,f72r3.27,opalal,1
f72r3,"f72r3.28,&Lz",yfary,1
f72r3,"f72r3.29,&Lz",osaiisal,1
f72r3,"f72r3.30,&Lz",ytoar,1
f72r3,"f72r3.30,&Lz",shor,2
f72r3,"f72r3.31,&Lz",octho,1
f72r3,"f72r3.32,&Lz",oral,1
f72v3,"f72v3.19,&Lz",ok?olo<!fold>,1
f72v3,f72v3.2,ogeom,1
f72v3,"f72v3.3,&Lz",oreeey,1
f72v3,"f72v3.4,&Lz",okam,2
f72v3,"f72v3.5,&Lz",okey,2
f72v3,"f72v3.6,&Lz",oteeeody,1
f72v3,"f72v3.7,&Lz",okyeeshy,1
f72v3,"f72v3.8,&Lz",ofaiin,1
f72v3,"f72v3.9,&Lz",okoly,2
f72v3,"f72v3.10,&Lz",otoly,3
f72v3,"f72v3.11,&Lz",ofalals,1
f72v3,"f72v3.12,&Lz",reeeos,1
f72v3,"f72v3.12,&Lz",ocfhey,1
f72v3,"f72v3.13,&Lz",daiin,14
f72v3,"f72v3.13,&Lz",chcpy,1
f72v3,"f72v3.14,&Lz",oteey,5
f72v3,"f72v3.14,&Lz",dchyr,1
f72v3,"f72v3.15,&Lz",cheolpy,1
f72v3,"f72v3.16,&Lz",okeeol,1
f72v3,"f72v3.17,&Lz",okaly,4
f72v3,"f72v3.18,&Lz",okaldy,1
f72v3,"f72v3.32,&Lz",otoly,3
f72v3,"f72v3.32,&Lz",yty,1
f72v3,f72v3.21,sholeey,1
f72v3,"f72v3.22,&Lz",oky,6
f72v3,"f72v3.23,&Lz",chcthhy,2
f72v3,"f72v3.24,&Lz",loly,1
f72v3,"f72v3.25,&Lz",oeemy,1
f72v3,"f72v3.26,&Lz",odair,1
f72v3,"f72v3.26,&Lz",an,1
f72v3,"f72v3.27,&Lz",okary,2
f72v3,"f72v3.28,&Lz",oecs,1
f72v3,"f72v3.28,&Lz",aiin,8
f72v3,"f72v3.29,&Lz",oteesod,1
f72v3,"f72v3.30,&Lz",epal,1
f72v3,"f72v3.31,&Lz",otaly,4
f72v2,f72v2.2,oeedey,1
f72v2,"f72v2.3,&Lz",oeeo,1
f72v2,"f72v2.3,&Lz",daiin,14
f72v2,"f72v2.4,&Lz",okeoram,1
f72v2,"f72v2.5,&Lz",air!olm,1
f72v2,"f72v2.6,&Lz",oshesy,1
f72v2,"f72v2.7,&Lz",okeory,1
f72v2,"f72v2.8,&Lz",cheoekcy,1
f72v2,"f72v2.9,&Lz",eeoeety,1
f72v2,"f72v2.10,&Lz",sheoeky,1
f72v2,"f72v2.11,&Lz",oteodar,1
f72v2,"f72v2.12,&Lz",ofchdy!sd,1
f72v2,"f72v2.13,&Lz",o!eeod,1
f72v2,"f72v2.14,&Lz",yteody,3
f72v2,"f72v2.15,&Lz",okeody,7
f72v2,"f72v2.16,&Lz",okeoldy,1
f72v2,"f72v2.17,&Lz",ykeeol,1
f72v2,"f72v2.18,&Lz",opaiin!ar,1
f72v2,"f72v2.19,&Lz",eeeoloy,1
f72v2,f72v2.21,okaiin,3
f72v2,"f72v2.22,&Lz",oekeol,1
f72v2,"f72v2.23,&Lz",oeedy,1
f72v2,"f72v2.24,&Lz",opalg,1
f72v2,"f72v2.25,&Lz",okeeom,1
f72v2,"f72v2.26,&Lz",olkar,1
f72v2,"f72v2.27,&Lz",oeedaly,1
f72v2,"f72v2.28,&Lz",cheos,1
f72v2,"f72v2.28,&Lz",sh?s,1
f72v2,"f72v2.29,&Lz",ofc!hea!y,1
f72v2,"f72v2.30,&Lz",yteedy,1
f72v2,"f72v2.31,&Lz",oraiin,1
f72v2,"f72v2.32,&Lz",okeo,3
f72v2,"f72v2.32,&Lz",rar,2
f72v1,f72v1.2,oeeoty,1
f72v1,"f72v1.3,&Lz",octhy,1
f72v1,"f72v1.4,&Lz",oteoly,1
f72v1,"f72v1.5,&Lz",okeoly,2
f72v1,"f72v1.6,&Lz",oeees,3
f72v1,"f72v1.7,&Lz",ocf<!@F>shy,1
f72v1,"f72v1.8,&Lz",oees,1
f72v1,"f72v1.9,&Lz",okeeoly,1
f72v1,"f72v1.10,&Lz",odal,1
f72v1,"f72v1.11,&Lz",aiinod,1
f72v1,"f72v1.12,&Lz",odody,1
f72v1,"f72v1.13,&Lz",oteod,1
f72v1,"f72v1.14,&Lz",yteod,1
f72v1,"f72v1.15,&Lz",okchedy,1
f72v1,"f72v1.16,&Lz",okyl,1
f72v1,"f72v1.17,&Lz",ytaly,1
f72v1,"f72v1.18,&Lz",ocheos,1
f72v1,"f72v1.19,&Lz",oteofy,1
f72v1,"f72v1.20,&Lz",cheoepy,1
f72v1,"f72v1.21,&Lz",ykee!dy,1
f72v1,f72v1.23,oeeoly,1
f72v1,"f72v1.24,&Lz",okady,1
f72v1,"f72v1.25,&Lz",okeey,6
f72v1,"f72v1.26,&Lz",oiiny,1
f72v1,"f72v1.27,&Lz",oeey,1
f72v1,"f72v1.28,&Lz",okedy,2
f72v1,"f72v1.29,&Lz",ypain,1
f72v1,"f72v1.30,&Lz",okalair,1
f72v1,"f72v1.31,&Lz",oeeody,1
f72v1,"f72v1.32,&Lz",okeol,4
f73r,f73r.1,otoly,3
f73r,"f73r.2,&Lz",chockhy,1
f73r,"f73r.3,&Lz",okedy,2
f73r,"f73r.4,&Lz",yteeody,1
f73r,"f73r.21,&Lz",otey,2
f73r,f73r.6,otaly,4
f73r,"f73r.7,&Lz",okeody,7
f73r,"f73r.8,&Lz",oteedyl,1
f73r,"f73r.9,&Lz",okesdy,1
f73r,"f73r.10,&Lz",okery,1
f73r,"f73r.11,&Lz",oksedy,1
f73r,"f73r.12,&Lz",ykeeory,1
f73r,"f73r.13,&Lz",oteeosy,1
f73r,"f73r.14,&Lz",shekal,1
f73r,"f73r.15,&Lz",oteedyg,1
f73r,"f73r.16,&Lz",okedal,1
f73r,"f73r.17,&Lz",chdy,4
f73r,"f73r.18,&Lz",dalshey,1
f73r,"f73r.19,&Lz",opaiin,1
f73r,"f73r.20,&Lz",okeos,4
f73r,"f73r.32,&Lz",okeos,4
f73r,f73r.23,okary,2
f73r,"f73r.24,&Lz",ot?!ad,1
f73r,"f73r.25,&Lz",oota!dy,1
f73r,"f73r.26,&Lz",oky,6
f73r,"f73r.27,&Lz",chefy,1
f73r,"f73r.28,&Lz",otal,7
f73r,"f73r.29,&Lz",shek,1
f73r,"f73r.30,&Lz",ar,16
f73r,"f73r.31,&Lz",kar,1
f73v,f73v.1,okol,3
f73v,"f73v.2,&Lz",oteody,3
f73v,"f73v.3,&Lz",oteody,3
f73v,"f73v.4,&Lz",cheody,3
f73v,f73v.6,okeody,7
f73v,"f73v.7,&Lz",sheol,1
f73v,"f73v.8,&Lz",odees,1
f73v,"f73v.9,&Lz",ecsy,1
f73v,"f73v.10,&Lz",ykeor,1
f73v,"f73v.11,&Lz",opals,1
f73v,"f73v.12,&Lz",ykeody,3
f73v,"f73v.13,&Lz",okeody,7
f73v,"f73v.14,&Lz",ypaiin,2
f73v,"f73v.15,&Lz",yfaiin,1
f73v,"f73v.15,&Lz",y,4
f73v,"f73v.16,&Lz",ofcheesy,1
f73v,"f73v.17,&Lz",oraiiny,1
f73v,"f73v.18,&Lz",ykeeody,2
f73v,"f73v.19,&Lz",okeos,4
f73v,"f73v.20,&Lz",ykeear,1
f73v,"f73v.21,&Lz",qokeoly,1
f73v,"f73v.24,&Lz",ched,1
f73v,"f73v.25,&Lz",oky,6
f73v,"f73v.26,&Lz",oi!air,1
f73v,"f73v.27,&Lz",okal,5
f73v,"f73v.28,&Lz",ykey,2
f73v,"f73v.29,&Lz",ykeeo,1
f73v,"f73v.30,&Lz",okeod,4
f73v,"f73v.31,&Lz",ykey,2
f73v,"f73v.32,&Lz",ypal,1
f73v,f73v.23,otedy,2
